"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00015482","02","01","01","2","","","","","","","","","","","18",281
"00015483","03","02","01","1","1","2","1","2","1","1","","2","1","2","32",257
"00015484","09","05","04","1","2","1","1","2","2","1","","1","2","1","31",276
"00015485","05","03","02","1","1","1","2","2","1","1","","1","1","1","24",1161
"00015486","04","01","03","1","2","2","1","2","1","1","","1","2","3","06",368
"00015487","11","07","04","1","2","1","2","2","1","1","","1","1","1","18",788
"00015488","04","02","02","1","2","1","1","2","1","1","","2","2","2","25",1806
"00015489","05","03","02","1","1","1","1","1","1","1","","1","3","1","08",833
"00015490","01","01","00","2","","","","","","","","","","","02",2389
"00015491","01","00","01","2","","","","","","","","","","","23",2007
"00015492","04","03","01","1","2","1","1","2","1","1","","2","2","2","06",214
"00015493","05","03","02","1","1","1","1","1","1","1","","1","1","1","06",132
"00015494","01","00","01","2","","","","","","","","","","","32",585
"00015495","02","01","01","2","","","","","","","","","","","06",228
"00015496","04","02","02","1","2","1","1","2","1","1","","1","1","1","17",349
"00015497","01","00","01","2","","","","","","","","","","","03",433
"00015498","05","03","02","1","2","1","1","1","1","1","","1","1","1","06",309
"00015499","01","00","01","2","","","","","","","","","","","22",1656
"00015500","05","02","03","1","2","2","1","2","1","1","","1","1","3","25",818
"00015501","02","01","01","2","","","","","","","","","","","25",1100
"00015502","02","02","00","2","","","","","","","","","","","25",1256
"00015503","02","01","01","1","2","2","1","2","1","1","","2","2","2","22",1098
"00015504","02","01","01","2","","","","","","","","","","","06",228
"00015505","02","01","01","2","","","","","","","","","","","06",228
"00015506","06","04","02","1","1","1","1","1","2","1","","1","1","2","12",1262
"00015507","01","01","00","2","","","","","","","","","","","07",2631
"00015508","04","01","03","1","2","2","1","1","1","1","","1","1","1","02",1039
"00015509","02","00","02","1","2","1","2","2","2","1","","3","3","2","13",1221
"00015510","02","01","01","2","","","","","","","","","","","25",1100
"00015511","02","00","02","2","","","","","","","","","","","31",731
"00015512","04","02","02","1","2","1","1","1","1","1","","1","1","1","31",479
"00015513","04","02","02","2","","","","","","","","","","","18",116
"00015514","04","01","03","1","2","1","1","2","1","1","","1","1","1","13",1075
"00015515","04","00","04","1","1","2","1","2","1","1","","3","3","3","15",6209
"00015516","02","01","01","2","","","","","","","","","","","32",324
"00015517","05","02","03","1","1","1","1","2","1","1","","1","1","1","32",375
"00015518","04","02","02","1","2","1","1","1","1","1","","1","1","1","09",4408
"00015519","08","05","03","1","2","2","1","1","1","1","","1","1","1","07",3515
"00015520","03","02","01","1","2","2","1","2","1","2","01","2","1","1","07",849
"00015521","03","00","03","1","2","2","2","2","1","2","01","1","1","1","07",1813
"00015522","05","03","02","1","1","1","1","2","2","1","","1","2","1","21",1255
"00015523","06","04","02","1","1","1","1","2","1","1","","1","1","2","13",1254
"00015524","02","00","02","1","2","1","1","2","1","1","","2","1","3","25",2141
"00015525","03","01","02","2","","","","","","","","","","","04",183
"00015526","10","03","07","1","2","2","2","2","1","2","01","1","1","1","06",963
"00015527","02","01","01","2","","","","","","","","","","","18",281
"00015528","01","00","01","2","","","","","","","","","","","03",433
"00015529","01","01","00","2","","","","","","","","","","","23",1907
"00015530","02","01","01","1","2","2","1","2","1","1","","1","3","3","23",1403
"00015531","04","02","02","1","2","2","2","2","1","2","01","2","2","3","23",1017
"00015532","04","02","02","1","1","1","1","1","1","1","","1","2","3","23",676
"00015533","02","01","01","2","","","","","","","","","","","30",2651
"00015534","03","02","01","2","","","","","","","","","","","30",1683
"00015535","02","01","01","2","","","","","","","","","","","30",2651
"00015536","05","02","03","1","1","2","2","2","1","1","","1","1","1","15",2718
"00015537","05","02","03","1","2","2","2","2","1","2","01","1","1","2","12",6123
"00015538","02","01","01","2","","","","","","","","","","","32",324
"00015539","01","00","01","2","","","","","","","","","","","06",416
"00015540","02","01","01","2","","","","","","","","","","","15",4670
"00015541","04","01","03","1","2","1","1","2","1","1","","1","1","1","30",3503
"00015542","05","01","04","1","2","1","1","2","1","1","","1","2","1","30",2155
"00015543","03","02","01","2","","","","","","","","","","","30",1683
"00015544","01","01","00","2","","","","","","","","","","","30",5920
"00015545","03","00","03","1","2","1","1","1","1","1","","1","1","1","30",2364
"00015546","05","02","03","1","1","2","1","2","1","1","","1","1","2","27",378
"00015547","05","02","03","1","1","1","1","1","1","1","","2","1","3","27",703
"00015548","02","01","01","2","","","","","","","","","","","30",2651
"00015549","02","01","01","2","","","","","","","","","","","20",738
"00015550","03","01","02","2","","","","","","","","","","","30",1583
"00015551","02","01","01","2","","","","","","","","","","","32",324
"00015552","03","02","01","1","2","2","2","2","1","1","","1","1","1","32",319
"00015553","02","01","01","1","2","2","1","2","1","1","","1","1","1","02",2246
"00015554","06","03","03","1","2","2","1","2","1","1","","1","1","1","02",1078
"00015555","08","01","07","1","2","1","1","2","1","1","","1","1","1","02",2126
"00015556","02","01","01","2","","","","","","","","","","","16",1104
"00015557","04","01","03","1","2","1","1","1","1","1","","1","1","1","17",314
"00015558","04","02","02","1","2","1","1","2","1","1","","1","1","1","30",2698
"00015559","03","02","01","1","2","2","1","2","1","1","","1","1","1","16",1490
"00015560","02","01","01","1","2","2","2","2","1","2","01","1","1","2","16",2820
"00015561","03","03","00","1","2","2","2","2","1","2","01","1","1","1","32",571
"00015562","05","03","02","1","1","1","1","1","1","1","","1","1","1","16",1809
"00015563","04","03","01","1","2","2","2","2","1","1","","3","2","1","21",3102
"00015564","05","03","02","1","1","2","2","2","1","1","","1","1","1","15",4150
"00015565","03","00","03","2","","","","","","","","","","","15",2750
"00015566","06","02","04","1","2","1","1","2","1","1","","2","3","3","15",9956
"00015567","03","02","01","1","1","2","1","1","1","1","","1","1","1","15",5053
"00015568","02","01","01","2","","","","","","","","","","","19",2529
"00015569","05","02","03","1","1","1","1","2","1","1","","1","1","1","19",2544
"00015570","03","01","02","1","2","1","1","2","1","1","","1","1","1","20",621
"00015571","05","02","03","1","2","2","2","1","1","2","01","1","1","1","19",3111
"00015572","04","03","01","1","1","2","1","1","1","1","","1","1","2","17",300
"00015573","06","04","02","1","2","2","1","2","1","2","01","1","1","3","27",725
"00015574","02","01","01","2","","","","","","","","","","","19",2529
"00015575","02","01","01","2","","","","","","","","","","","26",874
"00015576","03","01","02","1","2","2","1","2","1","2","01","1","2","2","17",698
"00015577","09","05","04","1","2","1","1","2","1","1","","2","1","1","19",3146
"00015578","03","01","02","1","2","2","1","1","1","1","","1","1","1","21",2433
"00015579","05","00","05","1","2","2","1","2","1","1","","3","2","4","04",751
"00015580","03","02","01","1","1","1","1","2","1","1","","2","1","1","02",3388
"00015581","03","00","03","2","","","","","","","","","","","01",287
"00015582","03","01","02","1","1","1","1","1","1","1","","1","1","3","01",473
"00015583","04","03","01","1","2","1","1","2","1","1","","1","1","2","19",3159
"00015584","05","01","04","1","2","2","1","1","1","1","","2","2","3","02",2577
"00015585","03","01","02","1","2","2","1","2","1","2","01","1","2","1","02",2152
"00015586","03","01","02","1","1","2","1","2","1","1","","2","2","2","17",478
"00015587","04","02","02","1","2","1","1","2","1","1","","1","2","2","17",1535
"00015588","03","01","02","1","2","2","1","2","1","2","01","1","1","4","19",2518
"00015589","05","03","02","1","2","2","2","2","1","2","01","2","2","2","01",305
"00015590","04","01","03","1","2","1","1","1","1","1","","1","1","1","27",761
"00015591","03","01","02","1","1","2","1","1","1","1","","2","1","2","17",427
"00015592","03","02","01","2","","","","","","","","","","","29",168
"00015593","04","02","02","1","2","1","1","2","1","1","","2","1","1","29",218
"00015594","05","04","01","1","2","1","1","2","1","1","","1","1","2","01",489
"00015595","06","03","03","1","2","1","2","2","1","2","06","1","1","1","27",432
"00015596","03","02","01","1","1","2","2","2","1","1","","1","1","2","27",495
"00015597","09","05","04","1","2","1","1","2","1","2","01","1","2","1","27",1513
"00015598","02","01","01","2","","","","","","","","","","","27",585
"00015599","04","02","02","1","2","2","2","2","1","2","01","1","1","1","21",1576
"00015600","05","03","02","1","2","1","2","2","1","1","","1","2","1","21",774
"00015601","03","02","01","1","2","1","1","1","1","1","","1","1","1","29",304
"00015602","02","01","01","2","","","","","","","","","","","17",527
"00015603","04","00","04","1","2","2","2","2","1","1","","1","1","1","26",894
"00015604","05","02","03","1","2","1","1","2","1","1","","1","1","2","26",465
"00015605","06","03","03","2","","","","","","","","","","","26",302
"00015606","01","01","00","2","","","","","","","","","","","28",4478
"00015607","01","00","01","1","2","1","2","2","1","1","","2","2","3","21",5345
"00015608","04","03","01","1","2","1","1","1","1","1","","1","1","1","27",381
"00015609","04","03","01","1","2","1","1","2","1","1","","1","2","3","03",322
"00015610","04","02","02","1","2","2","1","2","1","2","01","2","1","3","01",483
"00015611","06","02","04","1","2","2","1","1","1","1","","1","1","1","21",1731
"00015612","06","02","04","1","2","2","1","2","1","1","","1","1","2","29",156
"00015613","03","01","02","1","1","1","1","1","1","1","","2","2","3","13",1042
"00015614","03","02","01","2","","","","","","","","","","","01",274
"00015615","03","02","01","2","","","","","","","","","","","20",411
"00015616","04","02","02","1","1","2","2","2","1","1","","1","1","1","29",554
"00015617","03","01","02","1","1","1","1","1","1","1","","1","1","1","29",386
"00015618","05","02","03","1","1","1","2","1","1","1","","1","1","1","19",2521
"00015619","02","01","01","2","","","","","","","","","","","20",738
"00015620","05","02","03","1","2","1","2","2","1","2","01","1","1","1","20",792
"00015621","06","04","02","1","2","1","2","2","1","2","06","1","1","1","29",269
"00015622","05","03","02","1","2","1","1","1","1","1","","3","1","1","17",471
"00015623","01","00","01","2","","","","","","","","","","","21",3397
"00015624","02","01","01","2","","","","","","","","","","","21",1468
"00015625","05","01","04","1","2","1","1","1","1","1","","1","1","1","17",648
"00015626","02","01","01","2","","","","","","","","","","","03",253
"00015627","02","01","01","2","","","","","","","","","","","26",874
"00015628","04","02","02","1","1","2","1","2","1","1","","2","2","2","27",541
"00015629","01","00","01","2","","","","","","","","","","","20",1766
"00015630","01","01","00","2","","","","","","","","","","","31",1705
"00015631","10","05","05","1","1","1","1","1","1","1","","4","2","2","29",158
"00015632","05","01","04","1","2","2","2","2","1","1","","1","1","1","29",108
"00015633","04","02","02","2","","","","","","","","","","","26",445
"00015634","04","02","02","1","2","2","1","2","1","2","01","1","1","1","26",1296
"00015635","03","02","01","1","1","2","1","2","1","1","","2","1","1","20",1793
"00015636","06","05","01","1","2","2","1","2","1","2","09","1","1","1","31",642
"00015637","08","02","06","1","2","2","2","2","1","2","01","2","1","1","31",2386
"00015638","05","03","02","1","2","2","1","2","1","2","01","1","1","1","17",204
"00015639","04","03","01","1","2","1","2","2","1","1","","1","1","1","20",498
"00015640","02","01","01","2","","","","","","","","","","","17",527
"00015641","02","01","01","2","","","","","","","","","","","17",527
"00015642","04","01","03","1","2","2","1","1","1","1","","2","1","1","20",444
"00015643","05","01","04","1","2","1","1","2","1","1","","1","1","2","20",778
"00015644","03","02","01","1","2","1","1","1","1","1","","2","1","1","17",620
"00015645","04","02","02","1","2","2","1","2","1","2","06","2","1","3","17",1467
"00015646","05","02","03","1","2","2","2","2","1","2","01","2","2","3","04",443
"00015647","03","02","01","1","1","2","1","2","1","1","","1","1","1","04",284
"00015648","04","00","04","2","","","","","","","","","","","17",137
"00015649","02","01","01","2","","","","","","","","","","","26",874
"00015650","04","01","03","2","","","","","","","","","","","31",357
"00015651","02","01","01","2","","","","","","","","","","","26",874
"00015652","03","02","01","2","","","","","","","","","","","21",846
"00015653","04","03","01","1","2","2","1","2","1","2","01","1","1","1","21",1743
"00015654","06","02","04","1","2","2","1","2","1","1","","2","1","1","21",2130
"00015655","04","02","02","1","1","2","1","2","1","1","","1","1","1","03",374
"00015656","03","02","01","1","2","2","1","2","1","1","","1","1","1","20",1599
"00015657","04","02","02","1","2","2","1","2","1","1","","1","1","4","11",2183
"00015658","04","02","02","1","2","1","1","1","1","2","09","1","1","1","03",417
"00015659","04","02","02","1","1","2","2","1","1","1","","1","1","1","21",2264
"00015660","01","00","01","2","","","","","","","","","","","17",1248
"00015661","02","00","02","2","","","","","","","","","","","01",452
"00015662","04","00","04","1","2","1","2","2","1","1","","1","1","1","01",629
"00015663","01","00","01","2","","","","","","","","","","","01",948
"00015664","03","02","01","1","2","1","1","2","2","1","","1","1","2","02",1584
"00015665","02","01","01","2","","","","","","","","","","","19",2529
"00015666","04","02","02","1","2","1","1","1","1","1","","1","1","1","26",844
"00015667","04","02","02","1","2","1","1","1","1","1","","1","1","1","22",682
"00015668","05","04","01","1","2","2","2","2","1","2","01","3","3","3","22",1308
"00015669","05","03","02","1","1","1","1","2","1","1","","1","2","2","22",1375
"00015670","09","05","04","1","2","2","1","1","1","1","","3","3","2","11",1562
"00015671","03","01","02","2","","","","","","","","","","","28",887
"00015672","04","02","02","2","","","","","","","","","","","24",413
"00015673","03","02","01","1","2","1","1","1","1","1","","1","1","1","27",932
"00015674","04","02","02","1","1","1","1","1","1","1","","1","1","1","04",401
"00015675","09","04","05","1","2","1","1","2","1","1","","1","1","1","21",2973
"00015676","03","01","02","1","2","2","1","2","1","1","","1","1","3","15",4268
"00015677","05","02","03","1","2","1","1","2","1","1","","2","2","2","07",702
"00015678","05","01","04","1","2","1","1","2","1","1","","1","1","1","05",1722
"00015679","05","03","02","1","2","1","1","2","1","1","","2","3","2","15",4418
"00015680","04","02","02","1","2","2","1","1","1","1","","1","1","1","18",216
"00015681","01","00","01","2","","","","","","","","","","","25",1899
"00015682","01","01","00","2","","","","","","","","","","","10",1492
"00015683","02","01","01","1","2","1","1","2","1","1","","1","2","2","20",1226
"00015684","02","01","01","2","","","","","","","","","","","03",253
"00015685","04","02","02","2","","","","","","","","","","","05",575
"00015686","04","02","02","1","2","2","1","2","1","1","","1","2","2","25",1221
"00015687","10","04","06","1","2","1","1","2","1","1","","1","1","1","15",1914
"00015688","01","00","01","2","","","","","","","","","","","10",1284
"00015689","02","01","01","2","","","","","","","","","","","09",4378
"00015690","05","03","02","1","1","1","1","1","1","1","","1","1","1","09",3259
"00015691","08","04","04","1","2","2","1","1","1","1","","2","2","2","09",3654
"00015692","04","01","03","1","2","1","1","2","1","1","","1","1","1","09",7305
"00015693","02","01","01","2","","","","","","","","","","","16",1104
"00015694","04","02","02","1","1","2","1","2","1","1","","3","3","3","15",5849
"00015695","05","02","03","2","","","","","","","","","","","28",379
"00015696","08","03","05","1","1","1","1","2","1","1","","1","1","1","21",1270
"00015697","06","03","03","1","2","2","1","2","1","1","","1","1","1","11",1455
"00015698","04","02","02","1","1","1","1","2","1","1","","1","1","1","26",1123
"00015699","02","00","02","1","2","2","1","2","1","2","01","1","9","9","11",2838
"00015700","04","02","02","1","2","1","1","2","1","1","","2","2","2","11",1701
"00015701","05","02","03","1","2","2","1","2","2","2","01","1","1","1","13",921
"00015702","05","02","03","1","1","1","1","2","1","1","","1","2","1","09",3967
"00015703","05","04","01","1","2","1","1","2","1","1","","1","1","3","02",1701
"00015704","02","01","01","2","","","","","","","","","","","27",585
"00015705","03","01","02","1","2","2","1","2","1","1","","2","2","2","21",4892
"00015706","08","06","02","1","2","2","1","1","1","2","01","1","1","1","16",1214
"00015707","04","01","03","1","2","2","1","2","1","1","","1","1","2","01",540
"00015708","03","01","02","1","2","1","1","2","1","1","","2","1","1","27",553
"00015709","01","00","01","2","","","","","","","","","","","26",1780
"00015710","03","01","02","1","2","1","1","1","1","1","","2","2","2","25",972
"00015711","04","02","02","1","2","2","1","2","1","2","01","1","1","1","27",475
"00015712","03","02","01","2","","","","","","","","","","","15",3185
"00015713","02","01","01","2","","","","","","","","","","","16",1104
"00015714","05","02","03","2","","","","","","","","","","","21",432
"00015715","02","01","01","2","","","","","","","","","","","25",1100
"00015716","02","01","01","2","","","","","","","","","","","26",874
"00015717","01","01","00","2","","","","","","","","","","","08",2684
"00015718","06","03","03","1","2","2","2","2","1","1","","3","2","3","26",2462
"00015719","04","01","03","1","1","1","1","2","1","1","","2","2","1","32",487
"00015720","02","01","01","2","","","","","","","","","","","20",738
"00015721","05","02","03","1","1","1","1","2","1","1","","4","2","1","32",310
"00015722","05","02","03","1","1","2","1","2","1","1","","1","1","2","30",2451
"00015723","03","01","02","1","2","2","2","2","1","2","01","1","1","1","32",349
"00015724","01","01","00","2","","","","","","","","","","","11",3880
"00015725","04","02","02","1","2","2","1","2","2","2","01","1","1","1","05",1840
"00015726","06","03","03","1","2","1","1","2","1","1","","1","1","1","26",1086
"00015727","06","03","03","1","2","2","1","2","1","2","01","1","1","1","29",156
"00015728","04","01","03","1","1","1","1","1","1","1","","1","1","1","15",3306
"00015729","05","02","03","1","2","1","1","2","1","1","","1","1","1","15",3592
"00015730","03","02","01","2","","","","","","","","","","","26",572
"00015731","04","01","03","1","2","1","1","2","1","1","","1","1","1","13",1698
"00015732","02","01","01","2","","","","","","","","","","","13",957
"00015733","02","01","01","2","","","","","","","","","","","15",4670
"00015734","01","01","00","2","","","","","","","","","","","15",9827
"00015735","02","01","01","2","","","","","","","","","","","24",800
"00015736","05","04","01","1","1","1","1","1","1","1","","3","1","1","15",8539
"00015737","06","04","02","1","2","2","1","1","1","1","","1","1","2","22",881
"00015738","03","02","01","1","2","2","1","2","1","1","","2","2","2","20",1003
"00015739","06","05","01","1","2","1","1","2","1","1","","1","2","3","26",603
"00015740","03","02","01","2","","","","","","","","","","","18",207
"00015741","04","02","02","1","1","1","1","1","1","1","","1","1","1","25",1184
"00015742","05","03","02","1","1","2","2","2","1","2","02","1","2","3","15",3064
"00015743","02","01","01","2","","","","","","","","","","","26",874
"00015744","06","02","04","1","1","1","1","1","1","1","","1","1","1","20",1209
"00015745","02","01","01","2","","","","","","","","","","","15",4670
"00015746","02","01","01","2","","","","","","","","","","","15",4670
"00015747","05","02","03","2","","","","","","","","","","","10",155
"00015748","04","01","03","1","1","2","1","2","1","1","","2","2","2","12",2020
"00015749","06","03","03","1","2","2","1","2","1","2","01","2","3","2","15",2335
"00015750","03","01","02","1","2","1","1","1","1","1","","1","1","1","28",1642
"00015751","02","01","01","2","","","","","","","","","","","05",1292
"00015752","03","00","03","1","2","1","2","2","1","1","","2","2","3","20",1395
"00015753","04","02","02","1","2","2","1","2","1","2","02","1","1","2","21",1185
"00015754","02","00","02","1","2","2","2","2","1","1","","1","2","2","09",7981
"00015755","02","01","01","2","","","","","","","","","","","15",4670
"00015756","03","02","01","1","2","1","1","2","1","1","","1","1","1","08",1323
"00015757","05","04","01","1","2","1","1","1","1","1","","2","2","2","24",439
"00015758","02","01","01","2","","","","","","","","","","","20",738
"00015759","05","03","02","2","","","","","","","","","","","03",143
"00015760","01","01","00","2","","","","","","","","","","","16",1938
"00015761","04","01","03","1","2","2","1","2","1","2","06","1","1","1","27",1006
"00015762","01","01","00","1","2","1","1","2","1","1","","2","3","1","26",2541
"00015763","02","01","01","2","","","","","","","","","","","11",1790
"00015764","04","02","02","1","2","2","1","2","1","2","06","1","3","4","08",1353
"00015765","05","02","03","1","2","2","1","2","1","1","","9","1","1","01",252
"00015766","05","01","04","1","2","2","1","1","1","1","","1","1","1","08",724
"00015767","01","00","01","2","","","","","","","","","","","21",3397
"00015768","02","01","01","2","","","","","","","","","","","22",798
"00015769","06","04","02","1","2","1","1","2","1","1","","1","1","1","32",229
"00015770","03","02","01","2","","","","","","","","","","","02",687
"00015771","04","02","02","1","1","2","1","2","1","1","","1","1","1","29",353
"00015772","04","02","02","1","1","1","1","2","1","1","","1","2","2","08",855
"00015773","03","02","01","2","","","","","","","","","","","02",687
"00015774","03","01","02","1","1","1","1","1","1","1","","1","1","1","22",1004
"00015775","04","01","03","1","1","2","1","2","1","1","","1","1","2","03",377
"00015776","04","01","03","1","2","1","1","2","1","1","","1","2","2","25",1062
"00015777","03","02","01","1","2","2","1","2","1","2","01","2","2","2","22",783
"00015778","04","02","02","2","","","","","","","","","","","17",169
"00015779","04","01","03","1","2","2","1","2","1","1","","1","2","1","27",686
"00015780","02","01","01","2","","","","","","","","","","","02",1154
"00015781","04","02","02","1","2","1","1","2","1","1","","1","1","1","07",1568
"00015782","04","03","01","1","1","1","1","2","1","1","","1","1","1","12",531
"00015783","03","00","03","2","","","","","","","","","","","20",427
"00015784","01","01","00","2","","","","","","","","","","","17",1386
"00015785","03","02","01","2","","","","","","","","","","","17",296
"00015786","05","02","03","2","","","","","","","","","","","21",432
"00015787","05","03","02","2","","","","","","","","","","","14",1572
"00015788","01","00","01","2","","","","","","","","","","","17",1248
"00015789","03","02","01","1","1","2","1","2","1","1","","1","1","1","01",467
"00015790","07","03","04","1","2","2","2","2","1","2","01","1","1","1","15",18832
"00015791","04","02","02","1","2","2","1","2","1","2","01","2","1","1","11",2146
"00015792","02","01","01","2","","","","","","","","","","","21",1468
"00015793","04","02","02","2","","","","","","","","","","","09",2425
"00015794","01","00","01","2","","","","","","","","","","","12",1925
"00015795","01","00","01","2","","","","","","","","","","","11",3641
"00015796","02","01","01","2","","","","","","","","","","","07",1217
"00015797","03","01","02","1","1","2","1","1","1","1","","1","1","1","22",888
"00015798","03","01","02","2","","","","","","","","","","","02",743
"00015799","04","02","02","1","2","2","1","2","1","2","06","1","1","3","12",1392
"00015800","03","03","00","1","2","1","1","2","1","1","","1","1","1","08",1976
"00015801","01","00","01","2","","","","","","","","","","","06",416
"00015802","02","01","01","2","","","","","","","","","","","15",4670
"00015803","03","01","02","1","1","1","1","2","1","1","","1","1","1","08",951
"00015804","01","00","01","2","","","","","","","","","","","01",948
"00015805","01","01","00","2","","","","","","","","","","","20",1734
"00015806","05","02","03","2","","","","","","","","","","","07",404
"00015807","02","01","01","1","2","2","1","2","1","1","","1","1","1","01",1768
"00015808","06","02","04","1","2","2","1","2","1","1","","1","1","1","02",1593
"00015809","01","00","01","2","","","","","","","","","","","20",1766
"00015810","02","01","01","2","","","","","","","","","","","04",296
"00015811","01","01","00","2","","","","","","","","","","","08",2684
"00015812","05","04","01","1","2","1","1","2","1","1","","1","1","1","12",838
"00015813","03","02","01","1","2","1","1","2","1","1","","1","1","1","11",1804
"00015814","05","02","03","1","2","2","1","1","1","1","","1","2","2","22",631
"00015815","02","00","02","2","","","","","","","","","","","09",4804
"00015816","02","01","01","2","","","","","","","","","","","08",1261
"00015817","02","01","01","2","","","","","","","","","","","27",585
"00015818","01","01","00","2","","","","","","","","","","","09",7940
"00015819","02","01","01","2","","","","","","","","","","","30",2651
"00015820","04","02","02","1","2","1","1","2","1","1","","1","1","2","03",341
"00015821","02","01","01","2","","","","","","","","","","","07",1217
"00015822","06","02","04","1","2","2","2","1","1","2","01","1","1","1","04",774
"00015823","04","01","03","1","2","2","1","2","1","2","01","2","2","1","29",330
"00015824","04","02","02","1","2","1","1","2","1","1","","1","1","3","17",360
"00015825","05","01","04","1","2","2","2","1","2","2","01","1","1","1","14",7173
"00015826","03","01","02","1","1","1","1","1","1","1","","1","3","2","07",1099
"00015827","06","02","04","1","2","1","1","1","1","1","","2","3","3","01",642
"00015828","05","01","04","1","2","2","1","2","1","2","01","1","1","1","25",1430
"00015829","01","01","00","2","","","","","","","","","","","16",1938
"00015830","03","00","03","1","2","2","2","2","1","2","01","1","1","1","32",351
"00015831","04","02","02","1","2","2","1","2","1","2","01","1","1","1","10",454
"00015832","03","02","01","1","2","2","1","2","1","2","02","1","1","1","06",272
"00015833","03","01","02","1","2","1","1","2","1","1","","1","2","2","04",354
"00015834","02","01","01","1","2","1","1","2","1","1","","4","3","4","05",3305
"00015835","03","02","01","1","1","1","1","1","1","1","","1","1","1","08",1423
"00015836","05","02","03","1","2","2","2","2","1","2","01","2","1","1","27",793
"00015837","01","00","01","2","","","","","","","","","","","13",1938
"00015838","03","01","02","2","","","","","","","","","","","08",791
"00015839","02","01","01","1","1","1","1","1","1","1","","1","1","1","04",510
"00015840","02","01","01","2","","","","","","","","","","","07",1217
"00015841","05","02","03","1","2","1","1","1","1","1","","1","1","1","21",1761
"00015842","04","02","02","1","1","2","1","2","1","1","","1","1","1","17",665
"00015843","01","01","00","2","","","","","","","","","","","11",3880
"00015844","03","01","02","1","2","2","1","1","1","1","","1","1","1","19",2635
"00015845","02","01","01","2","","","","","","","","","","","14",3074
"00015846","01","01","00","2","","","","","","","","","","","14",5551
"00015847","01","01","00","2","","","","","","","","","","","17",1386
"00015848","03","01","02","1","2","2","2","2","1","2","01","4","2","1","29",412
"00015849","05","03","02","1","1","1","1","2","1","1","","1","1","1","10",548
"00015850","02","01","01","2","","","","","","","","","","","30",2651
"00015851","02","01","01","2","","","","","","","","","","","21",1468
"00015852","03","01","02","1","2","2","2","1","1","2","01","2","2","3","32",349
"00015853","06","02","04","1","2","2","1","2","1","1","","1","1","1","02",1079
"00015854","04","02","02","1","2","2","1","2","1","2","01","1","1","1","25",1824
"00015855","03","01","02","1","2","2","2","2","1","2","01","1","3","1","31",731
"00015856","03","02","01","1","2","2","2","2","1","2","01","2","2","2","20",1469
"00015857","02","01","01","2","","","","","","","","","","","24",800
"00015858","03","01","02","2","","","","","","","","","","","09",3218
"00015859","03","01","02","2","","","","","","","","","","","16",838
"00015860","02","00","02","1","2","2","1","2","1","2","02","1","1","2","08",3352
"00015861","03","02","01","2","","","","","","","","","","","08",858
"00015862","08","05","03","1","2","2","1","2","1","2","01","1","1","1","25",2265
"00015863","02","01","01","2","","","","","","","","","","","01",441
"00015864","05","04","01","1","2","2","1","2","1","2","02","1","1","3","31",1327
"00015865","02","01","01","2","","","","","","","","","","","06",228
"00015866","05","02","03","1","2","2","1","2","1","1","","3","1","3","29",263
"00015867","02","01","01","2","","","","","","","","","","","16",1104
"00015868","03","01","02","1","2","2","1","2","1","1","","1","1","1","02",1304
"00015869","03","02","01","2","","","","","","","","","","","17",296
"00015870","06","01","05","1","2","1","2","1","1","1","","1","1","2","22",1295
"00015871","03","01","02","1","2","1","1","2","1","1","","1","1","1","08",1642
"00015872","06","03","03","1","2","2","1","2","1","2","06","1","2","2","09",3245
"00015873","04","02","02","1","1","1","1","1","1","1","","3","3","3","32",337
"00015874","05","03","02","1","2","2","1","2","1","2","07","1","1","1","17",1186
"00015875","01","01","00","2","","","","","","","","","","","14",5551
"00015876","02","01","01","2","","","","","","","","","","","28",1726
"00015877","05","02","03","1","2","1","1","2","1","1","","1","1","2","20",778
"00015878","02","01","01","2","","","","","","","","","","","24",800
"00015879","04","00","04","1","2","1","1","2","1","1","","1","1","1","32",732
"00015880","05","04","01","1","2","1","1","1","1","1","","1","2","2","18",473
"00015881","03","01","02","2","","","","","","","","","","","24",546
"00015882","04","01","03","1","1","1","2","2","1","1","","2","3","2","03",263
"00015883","02","01","01","2","","","","","","","","","","","14",3074
"00015884","01","00","01","2","","","","","","","","","","","32",585
"00015885","01","01","00","2","","","","","","","","","","","08",2684
"00015886","01","01","00","2","","","","","","","","","","","24",1565
"00015887","02","00","02","2","","","","","","","","","","","22",900
"00015888","06","02","04","1","1","2","1","1","1","1","","1","1","1","31",440
"00015889","02","01","01","2","","","","","","","","","","","17",527
"00015890","06","03","03","1","2","1","1","2","1","1","","2","2","2","20",653
"00015891","01","00","01","2","","","","","","","","","","","31",1551
"00015892","02","00","02","1","2","2","1","2","1","2","02","1","1","2","07",3516
"00015893","03","02","01","1","2","1","1","2","1","1","","1","1","1","12",889
"00015894","04","01","03","1","2","2","1","1","1","1","","2","2","3","14",2579
"00015895","06","02","04","1","2","2","1","2","1","1","","1","1","1","22",1579
"00015896","02","01","01","2","","","","","","","","","","","08",1261
"00015897","05","04","01","1","1","2","1","2","1","1","","1","2","2","25",1693
"00015898","02","01","01","2","","","","","","","","","","","15",4670
"00015899","04","03","01","1","2","1","1","2","1","1","","1","1","1","08",771
